材料序号,材料名称,品牌,关键属性,,,,,
SFYYGDX0078,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（超白玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0079,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（夹镜面反射玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0080,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（丝印玻璃、烤漆玻璃等艺术玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0081,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（夹真金属丝网玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0082,索菲亚高端平开门天地合页铰链,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0083,索菲亚高端平开门天地轴铰链,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0084,索菲亚高端平开门镜柜双面银镜平开门,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0085,索菲亚高端平开门窄边铝框夹银镜平开门,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0086,索菲亚高端平开门百叶,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYGDX0087,索菲亚高端移门系统吊轨门滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0088,索菲亚高端移门系统顶底轨滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0089,索菲亚高端移门系统双门共面门滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0090,索菲亚高端移门系统双门共面门滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0091,索菲亚高端移门系统轻型单轨外挂移门五金系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0092,索菲亚高端移门系统一拉双开门联动系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0093,索菲亚高端移门系统延长轨道,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0094,索菲亚高端移门系统阻尼器,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0095,索菲亚高端移门系统推拉门分隔条,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0096,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（清玻、灰玻、茶玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0097,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（超白玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0098,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（夹双面钢化玻璃夹真金属丝网）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0099,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（丝印玻璃、烤漆玻璃等艺术玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0100,索菲亚高端移门系统窄边铝框夹玻璃门扇（镜面反射玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYGDX0101,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0102,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0103,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0104,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0105,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0106,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0107,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0108,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0109,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0110,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0111,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0112,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0113,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0114,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0115,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0116,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0117,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0118,索菲亚高端密码抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0119,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0120,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0121,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0122,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0123,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0124,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0125,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0126,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0127,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0128,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0129,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0130,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0131,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0132,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0133,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0134,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0135,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0136,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0137,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0138,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0139,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0140,索菲亚高端绒布+皮革格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0141,索菲亚高端绒布+皮革格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0142,索菲亚高端绒布+皮革格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0143,索菲亚高端衬衫格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0144,索菲亚高端衬衫格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0145,索菲亚高端衬衫格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0146,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0147,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0148,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0149,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0150,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0151,索菲亚高端裤架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0152,索菲亚高端绒布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0153,索菲亚高端绒布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0154,索菲亚高端绒布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0155,索菲亚高端麻布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0156,索菲亚高端麻布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0157,索菲亚高端麻布,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0158,索菲亚高端皮革,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0159,索菲亚高端皮革,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0160,索菲亚高端皮革,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0161,索菲亚高端皮革(颜色可选）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0162,索菲亚高端皮革(颜色可选）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0163,索菲亚高端皮革盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0164,索菲亚高端皮革盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0165,索菲亚高端抽屉铝合金封边拉手1,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0166,索菲亚高端抽屉铝合金封边拉手1,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0167,索菲亚高端抽屉铝合金封边拉手2,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0168,索菲亚高端抽屉铝合金封边拉手2,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0169,索菲亚高端拉手3,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0170,索菲亚高端拉手3,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0171,索菲亚高端拉手4,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0172,索菲亚高端拉手5,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0173,索菲亚高端拉手6,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0174,索菲亚高端拉手7,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0175,索菲亚高端拉手8,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0176,索菲亚高端拉手9,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0177,索菲亚高端拉手10,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0178,索菲亚高端拉手11,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0179,索菲亚高端拉手11,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0180,索菲亚高端拉手11,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0181,索菲亚高端拉手12,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0182,索菲亚高端拉手13,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0183,索菲亚高端拉手14,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0184,索菲亚高端拉手15,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0185,索菲亚高端拉手16,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0186,索菲亚高端拉手17,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0187,索菲亚高端拉手18,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0188,索菲亚高端拉手19,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0189,索菲亚高端拉手19,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0190,索菲亚高端拉手19,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0191,索菲亚高端Tip-on for doorss柜门碰触式开启 TIP－ON955标准型,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0192,索菲亚高端嵌入式LED灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0193,索菲亚高端带铝合金封边LED灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0194,索菲亚高端上下透光LED灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0195,索菲亚高端亚克力条形灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0196,索菲亚高端筒灯,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0197,索菲亚高端触摸开关,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0198,索菲亚高端感应开关,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0199,索菲亚高端吊装M1型衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0200,索菲亚高端吊装M1型衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0201,索菲亚高端吊装M1型衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0202,索菲亚高端吊装可拆卸衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0203,索菲亚高端吊装可拆卸衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0204,索菲亚高端吊装可拆卸衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0205,索菲亚高端升降衣通,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0206,索菲亚高端嵌入式挂衣钩,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0207,索菲亚高端水离子净化器,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0208,索菲亚高端护理机,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0209,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0210,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0211,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0212,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0213,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0214,索菲亚高端金属面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0215,索菲亚高端金属后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0216,索菲亚高端金属后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0217,索菲亚高端金属后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0218,索菲亚高端金属烤漆面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0219,索菲亚高端金属烤漆面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0220,索菲亚高端金属烤漆面板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0221,索菲亚高端金属烤漆底板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0222,索菲亚高端金属烤漆底板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0223,索菲亚高端金属烤漆底板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0224,索菲亚高端金属烤漆后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0225,索菲亚高端金属烤漆后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0226,索菲亚高端金属烤漆后挡条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0227,索菲亚高端普通锁,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0228,索菲亚高端遥控锁,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0229,索菲亚高端自动回弹超薄门合页,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0230,索菲亚高端指纹密码锁,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0231,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0232,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0233,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0234,索菲亚高端玻璃（清波，灰玻，茶玻，磨砂玻璃等）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0235,索菲亚高端铝框玻璃层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0236,索菲亚高端铝框玻璃层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0237,索菲亚高端铝框玻璃侧板（夹真金属丝网玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0238,索菲亚高端铝框玻璃侧板（夹清玻、灰玻玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0239,索菲亚高端铝框玻璃侧板（夹超白玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0240,索菲亚高端铝框玻璃侧板（夹丝印玻璃、烤漆玻璃等艺术玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0241,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0242,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0243,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0244,索菲亚高端皮革铝合金框层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0245,索菲亚高端金属层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0246,索菲亚高端金属层板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0247,索菲亚高端隐藏式暗弹挂钩,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0248,索菲亚高端电位集成盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0249,索菲亚高端金属框架竖板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0250,索菲亚高端银镜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0251,索菲亚高端防爆膜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0252,索菲亚高端广告钉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0253,索菲亚高端防雾膜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0254,索菲亚高端轻触式电源开关,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0255,索菲亚高端侧拉试衣镜,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0256,索菲亚高端金属装饰盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0257,索菲亚高端金属装饰盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0258,索菲亚高端20mm金属盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0259,索菲亚高端20mm金属盒,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0260,索菲亚高端雨伞架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0261,索菲亚高端鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0262,索菲亚高端圆形透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0263,索菲亚高端方形透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0264,索菲亚高端定制透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0265,索菲亚高端定制透气网格,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0266,索菲亚高端防水钉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0267,索菲亚高端联排挂钩,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0268,索菲亚高端气撑,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0269,索菲亚高端层板销,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0270,索菲亚高端挂码,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0271,索菲亚高端挂码,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0272,索菲亚高端防水锡箔纸,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0273,索菲亚高端L型角码,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0274,索菲亚高端铝扣板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0275,索菲亚高端柜体侧板调节脚,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0276,索菲亚高端金属脚,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0277,索菲亚高端金属可调脚,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0278,索菲亚高端磁吸,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0279,索菲亚高端金属基座,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0280,索菲亚高端防尘条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0281,索菲亚高端铝合金装饰条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0282,索菲亚高端不锈刚收边条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0283,索菲亚高端不锈刚收边条,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0284,索菲亚高端挂墙系统立柱,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0285,索菲亚高端层板连接悬臂,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0286,索菲亚高端层板连接悬臂,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0287,索菲亚高端抽屉支架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0288,索菲亚高端抽屉支架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0289,索菲亚高端层板内置卡件及层板托,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0290,索菲亚高端75mm高金属挡板,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0291,索菲亚高端墙面调平工序,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYGDX0292,索菲亚高端支柱,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
